0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"07, 00, 063","07, 01, 063","07, 02, 063","07, 03, 063","07, 04, 063","07, 05, 063","07, 06, 063","07, 07, 063","07, 08, 063","07, 09, 063","07, 10, 063","07, 11, 063","07, 12, 063","07, 13, 063","07, 14, 063","07, 15, 063","07, 16, 063","07, 17, 063","07, 18, 063","07, 19, 063"
"07, 00, 064","07, 01, 064","07, 02, 064","07, 03, 064","07, 04, 064","07, 05, 064","07, 06, 064","07, 07, 064","07, 08, 064","07, 09, 064","07, 10, 064","07, 11, 064","07, 12, 064","07, 13, 064","07, 14, 064","07, 15, 064","07, 16, 064","07, 17, 064","07, 18, 064","07, 19, 064"
"07, 00, 065","07, 01, 065","07, 02, 065","07, 03, 065","07, 04, 065","07, 05, 065","07, 06, 065","07, 07, 065","07, 08, 065","07, 09, 065","07, 10, 065","07, 11, 065","07, 12, 065","07, 13, 065","07, 14, 065","07, 15, 065","07, 16, 065","07, 17, 065","07, 18, 065","07, 19, 065"
"07, 00, 066","07, 01, 066","07, 02, 066","07, 03, 066","07, 04, 066","07, 05, 066","07, 06, 066","07, 07, 066","07, 08, 066","07, 09, 066","07, 10, 066","07, 11, 066","07, 12, 066","07, 13, 066","07, 14, 066","07, 15, 066","07, 16, 066","07, 17, 066","07, 18, 066","07, 19, 066"
"07, 00, 067","07, 01, 067","07, 02, 067","07, 03, 067","07, 04, 067","07, 05, 067","07, 06, 067","07, 07, 067","07, 08, 067","07, 09, 067","07, 10, 067","07, 11, 067","07, 12, 067","07, 13, 067","07, 14, 067","07, 15, 067","07, 16, 067","07, 17, 067","07, 18, 067","07, 19, 067"
"07, 00, 068","07, 01, 068","07, 02, 068","07, 03, 068","07, 04, 068","07, 05, 068","07, 06, 068","07, 07, 068","07, 08, 068","07, 09, 068","07, 10, 068","07, 11, 068","07, 12, 068","07, 13, 068","07, 14, 068","07, 15, 068","07, 16, 068","07, 17, 068","07, 18, 068","07, 19, 068"
"07, 00, 069","07, 01, 069","07, 02, 069","07, 03, 069","07, 04, 069","07, 05, 069","07, 06, 069","07, 07, 069","07, 08, 069","07, 09, 069","07, 10, 069","07, 11, 069","07, 12, 069","07, 13, 069","07, 14, 069","07, 15, 069","07, 16, 069","07, 17, 069","07, 18, 069","07, 19, 069"
"07, 00, 070","07, 01, 070","07, 02, 070","07, 03, 070","07, 04, 070","07, 05, 070","07, 06, 070","07, 07, 070","07, 08, 070","07, 09, 070","07, 10, 070","07, 11, 070","07, 12, 070","07, 13, 070","07, 14, 070","07, 15, 070","07, 16, 070","07, 17, 070","07, 18, 070","07, 19, 070"
"07, 00, 071","07, 01, 071","07, 02, 071","07, 03, 071","07, 04, 071","07, 05, 071","07, 06, 071","07, 07, 071","07, 08, 071","07, 09, 071","07, 10, 071","07, 11, 071","07, 12, 071","07, 13, 071","07, 14, 071","07, 15, 071","07, 16, 071","07, 17, 071","07, 18, 071","07, 19, 071"
"07, 00, 072","07, 01, 072","07, 02, 072","07, 03, 072","07, 04, 072","07, 05, 072","07, 06, 072","07, 07, 072","07, 08, 072","07, 09, 072","07, 10, 072","07, 11, 072","07, 12, 072","07, 13, 072","07, 14, 072","07, 15, 072","07, 16, 072","07, 17, 072","07, 18, 072","07, 19, 072"
"07, 00, 073","07, 01, 073","07, 02, 073","07, 03, 073","07, 04, 073","07, 05, 073","07, 06, 073","07, 07, 073","07, 08, 073","07, 09, 073","07, 10, 073","07, 11, 073","07, 12, 073","07, 13, 073","07, 14, 073","07, 15, 073","07, 16, 073","07, 17, 073","07, 18, 073","07, 19, 073"
"07, 00, 074","07, 01, 074","07, 02, 074","07, 03, 074","07, 04, 074","07, 05, 074","07, 06, 074","07, 07, 074","07, 08, 074","07, 09, 074","07, 10, 074","07, 11, 074","07, 12, 074","07, 13, 074","07, 14, 074","07, 15, 074","07, 16, 074","07, 17, 074","07, 18, 074","07, 19, 074"
"07, 00, 075","07, 01, 075","07, 02, 075","07, 03, 075","07, 04, 075","07, 05, 075","07, 06, 075","07, 07, 075","07, 08, 075","07, 09, 075","07, 10, 075","07, 11, 075","07, 12, 075","07, 13, 075","07, 14, 075","07, 15, 075","07, 16, 075","07, 17, 075","07, 18, 075","07, 19, 075"
"07, 00, 076","07, 01, 076","07, 02, 076","07, 03, 076","07, 04, 076","07, 05, 076","07, 06, 076","07, 07, 076","07, 08, 076","07, 09, 076","07, 10, 076","07, 11, 076","07, 12, 076","07, 13, 076","07, 14, 076","07, 15, 076","07, 16, 076","07, 17, 076","07, 18, 076","07, 19, 076"
"07, 00, 077","07, 01, 077","07, 02, 077","07, 03, 077","07, 04, 077","07, 05, 077","07, 06, 077","07, 07, 077","07, 08, 077","07, 09, 077","07, 10, 077","07, 11, 077","07, 12, 077","07, 13, 077","07, 14, 077","07, 15, 077","07, 16, 077","07, 17, 077","07, 18, 077","07, 19, 077"
"07, 00, 078","07, 01, 078","07, 02, 078","07, 03, 078","07, 04, 078","07, 05, 078","07, 06, 078","07, 07, 078","07, 08, 078","07, 09, 078","07, 10, 078","07, 11, 078","07, 12, 078","07, 13, 078","07, 14, 078","07, 15, 078","07, 16, 078","07, 17, 078","07, 18, 078","07, 19, 078"
"07, 00, 079","07, 01, 079","07, 02, 079","07, 03, 079","07, 04, 079","07, 05, 079","07, 06, 079","07, 07, 079","07, 08, 079","07, 09, 079","07, 10, 079","07, 11, 079","07, 12, 079","07, 13, 079","07, 14, 079","07, 15, 079","07, 16, 079","07, 17, 079","07, 18, 079","07, 19, 079"
"07, 00, 080","07, 01, 080","07, 02, 080","07, 03, 080","07, 04, 080","07, 05, 080","07, 06, 080","07, 07, 080","07, 08, 080","07, 09, 080","07, 10, 080","07, 11, 080","07, 12, 080","07, 13, 080","07, 14, 080","07, 15, 080","07, 16, 080","07, 17, 080","07, 18, 080","07, 19, 080"
"07, 00, 081","07, 01, 081","07, 02, 081","07, 03, 081","07, 04, 081","07, 05, 081","07, 06, 081","07, 07, 081","07, 08, 081","07, 09, 081","07, 10, 081","07, 11, 081","07, 12, 081","07, 13, 081","07, 14, 081","07, 15, 081","07, 16, 081","07, 17, 081","07, 18, 081","07, 19, 081"
"07, 00, 082","07, 01, 082","07, 02, 082","07, 03, 082","07, 04, 082","07, 05, 082","07, 06, 082","07, 07, 082","07, 08, 082","07, 09, 082","07, 10, 082","07, 11, 082","07, 12, 082","07, 13, 082","07, 14, 082","07, 15, 082","07, 16, 082","07, 17, 082","07, 18, 082","07, 19, 082"
"07, 00, 083","07, 01, 083","07, 02, 083","07, 03, 083","07, 04, 083","07, 05, 083","07, 06, 083","07, 07, 083","07, 08, 083","07, 09, 083","07, 10, 083","07, 11, 083","07, 12, 083","07, 13, 083","07, 14, 083","07, 15, 083","07, 16, 083","07, 17, 083","07, 18, 083","07, 19, 083"
"07, 00, 084","07, 01, 084","07, 02, 084","07, 03, 084","07, 04, 084","07, 05, 084","07, 06, 084","07, 07, 084","07, 08, 084","07, 09, 084","07, 10, 084","07, 11, 084","07, 12, 084","07, 13, 084","07, 14, 084","07, 15, 084","07, 16, 084","07, 17, 084","07, 18, 084","07, 19, 084"
"07, 00, 085","07, 01, 085","07, 02, 085","07, 03, 085","07, 04, 085","07, 05, 085","07, 06, 085","07, 07, 085","07, 08, 085","07, 09, 085","07, 10, 085","07, 11, 085","07, 12, 085","07, 13, 085","07, 14, 085","07, 15, 085","07, 16, 085","07, 17, 085","07, 18, 085","07, 19, 085"
"07, 00, 086","07, 01, 086","07, 02, 086","07, 03, 086","07, 04, 086","07, 05, 086","07, 06, 086","07, 07, 086","07, 08, 086","07, 09, 086","07, 10, 086","07, 11, 086","07, 12, 086","07, 13, 086","07, 14, 086","07, 15, 086","07, 16, 086","07, 17, 086","07, 18, 086","07, 19, 086"
"07, 00, 087","07, 01, 087","07, 02, 087","07, 03, 087","07, 04, 087","07, 05, 087","07, 06, 087","07, 07, 087","07, 08, 087","07, 09, 087","07, 10, 087","07, 11, 087","07, 12, 087","07, 13, 087","07, 14, 087","07, 15, 087","07, 16, 087","07, 17, 087","07, 18, 087","07, 19, 087"
"07, 00, 088","07, 01, 088","07, 02, 088","07, 03, 088","07, 04, 088","07, 05, 088","07, 06, 088","07, 07, 088","07, 08, 088","07, 09, 088","07, 10, 088","07, 11, 088","07, 12, 088","07, 13, 088","07, 14, 088","07, 15, 088","07, 16, 088","07, 17, 088","07, 18, 088","07, 19, 088"
"07, 00, 089","07, 01, 089","07, 02, 089","07, 03, 089","07, 04, 089","07, 05, 089","07, 06, 089","07, 07, 089","07, 08, 089","07, 09, 089","07, 10, 089","07, 11, 089","07, 12, 089","07, 13, 089","07, 14, 089","07, 15, 089","07, 16, 089","07, 17, 089","07, 18, 089","07, 19, 089"
"07, 00, 090","07, 01, 090","07, 02, 090","07, 03, 090","07, 04, 090","07, 05, 090","07, 06, 090","07, 07, 090","07, 08, 090","07, 09, 090","07, 10, 090","07, 11, 090","07, 12, 090","07, 13, 090","07, 14, 090","07, 15, 090","07, 16, 090","07, 17, 090","07, 18, 090","07, 19, 090"
"07, 00, 091","07, 01, 091","07, 02, 091","07, 03, 091","07, 04, 091","07, 05, 091","07, 06, 091","07, 07, 091","07, 08, 091","07, 09, 091","07, 10, 091","07, 11, 091","07, 12, 091","07, 13, 091","07, 14, 091","07, 15, 091","07, 16, 091","07, 17, 091","07, 18, 091","07, 19, 091"
"07, 00, 092","07, 01, 092","07, 02, 092","07, 03, 092","07, 04, 092","07, 05, 092","07, 06, 092","07, 07, 092","07, 08, 092","07, 09, 092","07, 10, 092","07, 11, 092","07, 12, 092","07, 13, 092","07, 14, 092","07, 15, 092","07, 16, 092","07, 17, 092","07, 18, 092","07, 19, 092"
"07, 00, 093","07, 01, 093","07, 02, 093","07, 03, 093","07, 04, 093","07, 05, 093","07, 06, 093","07, 07, 093","07, 08, 093","07, 09, 093","07, 10, 093","07, 11, 093","07, 12, 093","07, 13, 093","07, 14, 093","07, 15, 093","07, 16, 093","07, 17, 093","07, 18, 093","07, 19, 093"
"07, 00, 094","07, 01, 094","07, 02, 094","07, 03, 094","07, 04, 094","07, 05, 094","07, 06, 094","07, 07, 094","07, 08, 094","07, 09, 094","07, 10, 094","07, 11, 094","07, 12, 094","07, 13, 094","07, 14, 094","07, 15, 094","07, 16, 094","07, 17, 094","07, 18, 094","07, 19, 094"
"07, 00, 095","07, 01, 095","07, 02, 095","07, 03, 095","07, 04, 095","07, 05, 095","07, 06, 095","07, 07, 095","07, 08, 095","07, 09, 095","07, 10, 095","07, 11, 095","07, 12, 095","07, 13, 095","07, 14, 095","07, 15, 095","07, 16, 095","07, 17, 095","07, 18, 095","07, 19, 095"
"07, 00, 096","07, 01, 096","07, 02, 096","07, 03, 096","07, 04, 096","07, 05, 096","07, 06, 096","07, 07, 096","07, 08, 096","07, 09, 096","07, 10, 096","07, 11, 096","07, 12, 096","07, 13, 096","07, 14, 096","07, 15, 096","07, 16, 096","07, 17, 096","07, 18, 096","07, 19, 096"
"07, 00, 097","07, 01, 097","07, 02, 097","07, 03, 097","07, 04, 097","07, 05, 097","07, 06, 097","07, 07, 097","07, 08, 097","07, 09, 097","07, 10, 097","07, 11, 097","07, 12, 097","07, 13, 097","07, 14, 097","07, 15, 097","07, 16, 097","07, 17, 097","07, 18, 097","07, 19, 097"
"07, 00, 098","07, 01, 098","07, 02, 098","07, 03, 098","07, 04, 098","07, 05, 098","07, 06, 098","07, 07, 098","07, 08, 098","07, 09, 098","07, 10, 098","07, 11, 098","07, 12, 098","07, 13, 098","07, 14, 098","07, 15, 098","07, 16, 098","07, 17, 098","07, 18, 098","07, 19, 098"
"07, 00, 099","07, 01, 099","07, 02, 099","07, 03, 099","07, 04, 099","07, 05, 099","07, 06, 099","07, 07, 099","07, 08, 099","07, 09, 099","07, 10, 099","07, 11, 099","07, 12, 099","07, 13, 099","07, 14, 099","07, 15, 099","07, 16, 099","07, 17, 099","07, 18, 099","07, 19, 099"
"07, 00, 100","07, 01, 100","07, 02, 100","07, 03, 100","07, 04, 100","07, 05, 100","07, 06, 100","07, 07, 100","07, 08, 100","07, 09, 100","07, 10, 100","07, 11, 100","07, 12, 100","07, 13, 100","07, 14, 100","07, 15, 100","07, 16, 100","07, 17, 100","07, 18, 100","07, 19, 100"
"07, 00, 101","07, 01, 101","07, 02, 101","07, 03, 101","07, 04, 101","07, 05, 101","07, 06, 101","07, 07, 101","07, 08, 101","07, 09, 101","07, 10, 101","07, 11, 101","07, 12, 101","07, 13, 101","07, 14, 101","07, 15, 101","07, 16, 101","07, 17, 101","07, 18, 101","07, 19, 101"
"07, 00, 102","07, 01, 102","07, 02, 102","07, 03, 102","07, 04, 102","07, 05, 102","07, 06, 102","07, 07, 102","07, 08, 102","07, 09, 102","07, 10, 102","07, 11, 102","07, 12, 102","07, 13, 102","07, 14, 102","07, 15, 102","07, 16, 102","07, 17, 102","07, 18, 102","07, 19, 102"
"07, 00, 103","07, 01, 103","07, 02, 103","07, 03, 103","07, 04, 103","07, 05, 103","07, 06, 103","07, 07, 103","07, 08, 103","07, 09, 103","07, 10, 103","07, 11, 103","07, 12, 103","07, 13, 103","07, 14, 103","07, 15, 103","07, 16, 103","07, 17, 103","07, 18, 103","07, 19, 103"
"07, 00, 104","07, 01, 104","07, 02, 104","07, 03, 104","07, 04, 104","07, 05, 104","07, 06, 104","07, 07, 104","07, 08, 104","07, 09, 104","07, 10, 104","07, 11, 104","07, 12, 104","07, 13, 104","07, 14, 104","07, 15, 104","07, 16, 104","07, 17, 104","07, 18, 104","07, 19, 104"
"07, 00, 105","07, 01, 105","07, 02, 105","07, 03, 105","07, 04, 105","07, 05, 105","07, 06, 105","07, 07, 105","07, 08, 105","07, 09, 105","07, 10, 105","07, 11, 105","07, 12, 105","07, 13, 105","07, 14, 105","07, 15, 105","07, 16, 105","07, 17, 105","07, 18, 105","07, 19, 105"
"07, 00, 106","07, 01, 106","07, 02, 106","07, 03, 106","07, 04, 106","07, 05, 106","07, 06, 106","07, 07, 106","07, 08, 106","07, 09, 106","07, 10, 106","07, 11, 106","07, 12, 106","07, 13, 106","07, 14, 106","07, 15, 106","07, 16, 106","07, 17, 106","07, 18, 106","07, 19, 106"
"07, 00, 107","07, 01, 107","07, 02, 107","07, 03, 107","07, 04, 107","07, 05, 107","07, 06, 107","07, 07, 107","07, 08, 107","07, 09, 107","07, 10, 107","07, 11, 107","07, 12, 107","07, 13, 107","07, 14, 107","07, 15, 107","07, 16, 107","07, 17, 107","07, 18, 107","07, 19, 107"
"07, 00, 108","07, 01, 108","07, 02, 108","07, 03, 108","07, 04, 108","07, 05, 108","07, 06, 108","07, 07, 108","07, 08, 108","07, 09, 108","07, 10, 108","07, 11, 108","07, 12, 108","07, 13, 108","07, 14, 108","07, 15, 108","07, 16, 108","07, 17, 108","07, 18, 108","07, 19, 108"
"07, 00, 109","07, 01, 109","07, 02, 109","07, 03, 109","07, 04, 109","07, 05, 109","07, 06, 109","07, 07, 109","07, 08, 109","07, 09, 109","07, 10, 109","07, 11, 109","07, 12, 109","07, 13, 109","07, 14, 109","07, 15, 109","07, 16, 109","07, 17, 109","07, 18, 109","07, 19, 109"
"07, 00, 110","07, 01, 110","07, 02, 110","07, 03, 110","07, 04, 110","07, 05, 110","07, 06, 110","07, 07, 110","07, 08, 110","07, 09, 110","07, 10, 110","07, 11, 110","07, 12, 110","07, 13, 110","07, 14, 110","07, 15, 110","07, 16, 110","07, 17, 110","07, 18, 110","07, 19, 110"
"07, 00, 111","07, 01, 111","07, 02, 111","07, 03, 111","07, 04, 111","07, 05, 111","07, 06, 111","07, 07, 111","07, 08, 111","07, 09, 111","07, 10, 111","07, 11, 111","07, 12, 111","07, 13, 111","07, 14, 111","07, 15, 111","07, 16, 111","07, 17, 111","07, 18, 111","07, 19, 111"
"07, 00, 112","07, 01, 112","07, 02, 112","07, 03, 112","07, 04, 112","07, 05, 112","07, 06, 112","07, 07, 112","07, 08, 112","07, 09, 112","07, 10, 112","07, 11, 112","07, 12, 112","07, 13, 112","07, 14, 112","07, 15, 112","07, 16, 112","07, 17, 112","07, 18, 112","07, 19, 112"
"07, 00, 113","07, 01, 113","07, 02, 113","07, 03, 113","07, 04, 113","07, 05, 113","07, 06, 113","07, 07, 113","07, 08, 113","07, 09, 113","07, 10, 113","07, 11, 113","07, 12, 113","07, 13, 113","07, 14, 113","07, 15, 113","07, 16, 113","07, 17, 113","07, 18, 113","07, 19, 113"
"07, 00, 114","07, 01, 114","07, 02, 114","07, 03, 114","07, 04, 114","07, 05, 114","07, 06, 114","07, 07, 114","07, 08, 114","07, 09, 114","07, 10, 114","07, 11, 114","07, 12, 114","07, 13, 114","07, 14, 114","07, 15, 114","07, 16, 114","07, 17, 114","07, 18, 114","07, 19, 114"
"07, 00, 115","07, 01, 115","07, 02, 115","07, 03, 115","07, 04, 115","07, 05, 115","07, 06, 115","07, 07, 115","07, 08, 115","07, 09, 115","07, 10, 115","07, 11, 115","07, 12, 115","07, 13, 115","07, 14, 115","07, 15, 115","07, 16, 115","07, 17, 115","07, 18, 115","07, 19, 115"
"07, 00, 116","07, 01, 116","07, 02, 116","07, 03, 116","07, 04, 116","07, 05, 116","07, 06, 116","07, 07, 116","07, 08, 116","07, 09, 116","07, 10, 116","07, 11, 116","07, 12, 116","07, 13, 116","07, 14, 116","07, 15, 116","07, 16, 116","07, 17, 116","07, 18, 116","07, 19, 116"
"07, 00, 117","07, 01, 117","07, 02, 117","07, 03, 117","07, 04, 117","07, 05, 117","07, 06, 117","07, 07, 117","07, 08, 117","07, 09, 117","07, 10, 117","07, 11, 117","07, 12, 117","07, 13, 117","07, 14, 117","07, 15, 117","07, 16, 117","07, 17, 117","07, 18, 117","07, 19, 117"
"07, 00, 118","07, 01, 118","07, 02, 118","07, 03, 118","07, 04, 118","07, 05, 118","07, 06, 118","07, 07, 118","07, 08, 118","07, 09, 118","07, 10, 118","07, 11, 118","07, 12, 118","07, 13, 118","07, 14, 118","07, 15, 118","07, 16, 118","07, 17, 118","07, 18, 118","07, 19, 118"
"07, 00, 119","07, 01, 119","07, 02, 119","07, 03, 119","07, 04, 119","07, 05, 119","07, 06, 119","07, 07, 119","07, 08, 119","07, 09, 119","07, 10, 119","07, 11, 119","07, 12, 119","07, 13, 119","07, 14, 119","07, 15, 119","07, 16, 119","07, 17, 119","07, 18, 119","07, 19, 119"
"07, 00, 120","07, 01, 120","07, 02, 120","07, 03, 120","07, 04, 120","07, 05, 120","07, 06, 120","07, 07, 120","07, 08, 120","07, 09, 120","07, 10, 120","07, 11, 120","07, 12, 120","07, 13, 120","07, 14, 120","07, 15, 120","07, 16, 120","07, 17, 120","07, 18, 120","07, 19, 120"
"07, 00, 121","07, 01, 121","07, 02, 121","07, 03, 121","07, 04, 121","07, 05, 121","07, 06, 121","07, 07, 121","07, 08, 121","07, 09, 121","07, 10, 121","07, 11, 121","07, 12, 121","07, 13, 121","07, 14, 121","07, 15, 121","07, 16, 121","07, 17, 121","07, 18, 121","07, 19, 121"
"07, 00, 122","07, 01, 122","07, 02, 122","07, 03, 122","07, 04, 122","07, 05, 122","07, 06, 122","07, 07, 122","07, 08, 122","07, 09, 122","07, 10, 122","07, 11, 122","07, 12, 122","07, 13, 122","07, 14, 122","07, 15, 122","07, 16, 122","07, 17, 122","07, 18, 122","07, 19, 122"
"07, 00, 123","07, 01, 123","07, 02, 123","07, 03, 123","07, 04, 123","07, 05, 123","07, 06, 123","07, 07, 123","07, 08, 123","07, 09, 123","07, 10, 123","07, 11, 123","07, 12, 123","07, 13, 123","07, 14, 123","07, 15, 123","07, 16, 123","07, 17, 123","07, 18, 123","07, 19, 123"
"07, 00, 124","07, 01, 124","07, 02, 124","07, 03, 124","07, 04, 124","07, 05, 124","07, 06, 124","07, 07, 124","07, 08, 124","07, 09, 124","07, 10, 124","07, 11, 124","07, 12, 124","07, 13, 124","07, 14, 124","07, 15, 124","07, 16, 124","07, 17, 124","07, 18, 124","07, 19, 124"
"07, 00, 125","07, 01, 125","07, 02, 125","07, 03, 125","07, 04, 125","07, 05, 125","07, 06, 125","07, 07, 125","07, 08, 125","07, 09, 125","07, 10, 125","07, 11, 125","07, 12, 125","07, 13, 125","07, 14, 125","07, 15, 125","07, 16, 125","07, 17, 125","07, 18, 125","07, 19, 125"
"07, 00, 126","07, 01, 126","07, 02, 126","07, 03, 126","07, 04, 126","07, 05, 126","07, 06, 126","07, 07, 126","07, 08, 126","07, 09, 126","07, 10, 126","07, 11, 126","07, 12, 126","07, 13, 126","07, 14, 126","07, 15, 126","07, 16, 126","07, 17, 126","07, 18, 126","07, 19, 126"
"07, 00, 127","07, 01, 127","07, 02, 127","07, 03, 127","07, 04, 127","07, 05, 127","07, 06, 127","07, 07, 127","07, 08, 127","07, 09, 127","07, 10, 127","07, 11, 127","07, 12, 127","07, 13, 127","07, 14, 127","07, 15, 127","07, 16, 127","07, 17, 127","07, 18, 127","07, 19, 127"
"07, 00, 128","07, 01, 128","07, 02, 128","07, 03, 128","07, 04, 128","07, 05, 128","07, 06, 128","07, 07, 128","07, 08, 128","07, 09, 128","07, 10, 128","07, 11, 128","07, 12, 128","07, 13, 128","07, 14, 128","07, 15, 128","07, 16, 128","07, 17, 128","07, 18, 128","07, 19, 128"
"07, 00, 129","07, 01, 129","07, 02, 129","07, 03, 129","07, 04, 129","07, 05, 129","07, 06, 129","07, 07, 129","07, 08, 129","07, 09, 129","07, 10, 129","07, 11, 129","07, 12, 129","07, 13, 129","07, 14, 129","07, 15, 129","07, 16, 129","07, 17, 129","07, 18, 129","07, 19, 129"
"07, 00, 130","07, 01, 130","07, 02, 130","07, 03, 130","07, 04, 130","07, 05, 130","07, 06, 130","07, 07, 130","07, 08, 130","07, 09, 130","07, 10, 130","07, 11, 130","07, 12, 130","07, 13, 130","07, 14, 130","07, 15, 130","07, 16, 130","07, 17, 130","07, 18, 130","07, 19, 130"
"07, 00, 131","07, 01, 131","07, 02, 131","07, 03, 131","07, 04, 131","07, 05, 131","07, 06, 131","07, 07, 131","07, 08, 131","07, 09, 131","07, 10, 131","07, 11, 131","07, 12, 131","07, 13, 131","07, 14, 131","07, 15, 131","07, 16, 131","07, 17, 131","07, 18, 131","07, 19, 131"
"07, 00, 132","07, 01, 132","07, 02, 132","07, 03, 132","07, 04, 132","07, 05, 132","07, 06, 132","07, 07, 132","07, 08, 132","07, 09, 132","07, 10, 132","07, 11, 132","07, 12, 132","07, 13, 132","07, 14, 132","07, 15, 132","07, 16, 132","07, 17, 132","07, 18, 132","07, 19, 132"
"07, 00, 133","07, 01, 133","07, 02, 133","07, 03, 133","07, 04, 133","07, 05, 133","07, 06, 133","07, 07, 133","07, 08, 133","07, 09, 133","07, 10, 133","07, 11, 133","07, 12, 133","07, 13, 133","07, 14, 133","07, 15, 133","07, 16, 133","07, 17, 133","07, 18, 133","07, 19, 133"
"07, 00, 134","07, 01, 134","07, 02, 134","07, 03, 134","07, 04, 134","07, 05, 134","07, 06, 134","07, 07, 134","07, 08, 134","07, 09, 134","07, 10, 134","07, 11, 134","07, 12, 134","07, 13, 134","07, 14, 134","07, 15, 134","07, 16, 134","07, 17, 134","07, 18, 134","07, 19, 134"
"07, 00, 135","07, 01, 135","07, 02, 135","07, 03, 135","07, 04, 135","07, 05, 135","07, 06, 135","07, 07, 135","07, 08, 135","07, 09, 135","07, 10, 135","07, 11, 135","07, 12, 135","07, 13, 135","07, 14, 135","07, 15, 135","07, 16, 135","07, 17, 135","07, 18, 135","07, 19, 135"
"07, 00, 136","07, 01, 136","07, 02, 136","07, 03, 136","07, 04, 136","07, 05, 136","07, 06, 136","07, 07, 136","07, 08, 136","07, 09, 136","07, 10, 136","07, 11, 136","07, 12, 136","07, 13, 136","07, 14, 136","07, 15, 136","07, 16, 136","07, 17, 136","07, 18, 136","07, 19, 136"
"07, 00, 137","07, 01, 137","07, 02, 137","07, 03, 137","07, 04, 137","07, 05, 137","07, 06, 137","07, 07, 137","07, 08, 137","07, 09, 137","07, 10, 137","07, 11, 137","07, 12, 137","07, 13, 137","07, 14, 137","07, 15, 137","07, 16, 137","07, 17, 137","07, 18, 137","07, 19, 137"
"07, 00, 138","07, 01, 138","07, 02, 138","07, 03, 138","07, 04, 138","07, 05, 138","07, 06, 138","07, 07, 138","07, 08, 138","07, 09, 138","07, 10, 138","07, 11, 138","07, 12, 138","07, 13, 138","07, 14, 138","07, 15, 138","07, 16, 138","07, 17, 138","07, 18, 138","07, 19, 138"
"07, 00, 139","07, 01, 139","07, 02, 139","07, 03, 139","07, 04, 139","07, 05, 139","07, 06, 139","07, 07, 139","07, 08, 139","07, 09, 139","07, 10, 139","07, 11, 139","07, 12, 139","07, 13, 139","07, 14, 139","07, 15, 139","07, 16, 139","07, 17, 139","07, 18, 139","07, 19, 139"
"07, 00, 140","07, 01, 140","07, 02, 140","07, 03, 140","07, 04, 140","07, 05, 140","07, 06, 140","07, 07, 140","07, 08, 140","07, 09, 140","07, 10, 140","07, 11, 140","07, 12, 140","07, 13, 140","07, 14, 140","07, 15, 140","07, 16, 140","07, 17, 140","07, 18, 140","07, 19, 140"
"07, 00, 141","07, 01, 141","07, 02, 141","07, 03, 141","07, 04, 141","07, 05, 141","07, 06, 141","07, 07, 141","07, 08, 141","07, 09, 141","07, 10, 141","07, 11, 141","07, 12, 141","07, 13, 141","07, 14, 141","07, 15, 141","07, 16, 141","07, 17, 141","07, 18, 141","07, 19, 141"
"07, 00, 142","07, 01, 142","07, 02, 142","07, 03, 142","07, 04, 142","07, 05, 142","07, 06, 142","07, 07, 142","07, 08, 142","07, 09, 142","07, 10, 142","07, 11, 142","07, 12, 142","07, 13, 142","07, 14, 142","07, 15, 142","07, 16, 142","07, 17, 142","07, 18, 142","07, 19, 142"
"07, 00, 143","07, 01, 143","07, 02, 143","07, 03, 143","07, 04, 143","07, 05, 143","07, 06, 143","07, 07, 143","07, 08, 143","07, 09, 143","07, 10, 143","07, 11, 143","07, 12, 143","07, 13, 143","07, 14, 143","07, 15, 143","07, 16, 143","07, 17, 143","07, 18, 143","07, 19, 143"
"07, 00, 144","07, 01, 144","07, 02, 144","07, 03, 144","07, 04, 144","07, 05, 144","07, 06, 144","07, 07, 144","07, 08, 144","07, 09, 144","07, 10, 144","07, 11, 144","07, 12, 144","07, 13, 144","07, 14, 144","07, 15, 144","07, 16, 144","07, 17, 144","07, 18, 144","07, 19, 144"
"07, 00, 145","07, 01, 145","07, 02, 145","07, 03, 145","07, 04, 145","07, 05, 145","07, 06, 145","07, 07, 145","07, 08, 145","07, 09, 145","07, 10, 145","07, 11, 145","07, 12, 145","07, 13, 145","07, 14, 145","07, 15, 145","07, 16, 145","07, 17, 145","07, 18, 145","07, 19, 145"
"07, 00, 146","07, 01, 146","07, 02, 146","07, 03, 146","07, 04, 146","07, 05, 146","07, 06, 146","07, 07, 146","07, 08, 146","07, 09, 146","07, 10, 146","07, 11, 146","07, 12, 146","07, 13, 146","07, 14, 146","07, 15, 146","07, 16, 146","07, 17, 146","07, 18, 146","07, 19, 146"
"07, 00, 147","07, 01, 147","07, 02, 147","07, 03, 147","07, 04, 147","07, 05, 147","07, 06, 147","07, 07, 147","07, 08, 147","07, 09, 147","07, 10, 147","07, 11, 147","07, 12, 147","07, 13, 147","07, 14, 147","07, 15, 147","07, 16, 147","07, 17, 147","07, 18, 147","07, 19, 147"
"07, 00, 148","07, 01, 148","07, 02, 148","07, 03, 148","07, 04, 148","07, 05, 148","07, 06, 148","07, 07, 148","07, 08, 148","07, 09, 148","07, 10, 148","07, 11, 148","07, 12, 148","07, 13, 148","07, 14, 148","07, 15, 148","07, 16, 148","07, 17, 148","07, 18, 148","07, 19, 148"
